borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-04522,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04394,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02549,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01020,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03056,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03104,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03577,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02810,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01617,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02766,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03686,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01688,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04824,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02379,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01886,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00092,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00065,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00456,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03933,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01891,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00885,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01089,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00516,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04170,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04979,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00113,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00905,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00671,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02414,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04514,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00136,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03445,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04489,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00441,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04572,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03817,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03330,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02881,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01071,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03145,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04061,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00300,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00818,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00603,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04558,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00566,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00704,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02263,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04624,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04131,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02645,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02793,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02324,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01833,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01607,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01907,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04970,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01514,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01263,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00994,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00825,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02691,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01457,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03602,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04005,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01423,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00861,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01065,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04380,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03006,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02235,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04168,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03894,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00226,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04133,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03472,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02966,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02607,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03987,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03151,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01340,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00779,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03331,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00513,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00393,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03747,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04139,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04680,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04510,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04929,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03867,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00362,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02360,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00888,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02458,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03038,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02917,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00596,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01337,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03169,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00724,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00311,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03030,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00544,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03072,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04935,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01679,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01734,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02923,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01632,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01047,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03438,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03421,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01696,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04013,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04490,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04591,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03889,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04240,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01546,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00746,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01583,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00359,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02082,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04284,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02649,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02560,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02421,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02802,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04326,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04054,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03436,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03055,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02868,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01769,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00985,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01881,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00999,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04042,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04204,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01290,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04612,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03063,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02054,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02267,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00253,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01376,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03115,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02153,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00587,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
