borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-04764,0.5698,Medium Risk,0.4302,Call-center follow-up,Medium,3001
BRW-00459,0.57,Medium Risk,0.43,Call-center follow-up,Medium,3002
BRW-03913,0.57,Medium Risk,0.43,Call-center follow-up,Medium,3003
BRW-00848,0.57,Medium Risk,0.43,Call-center follow-up,Medium,3004
BRW-02238,0.5701,Medium Risk,0.4299,Call-center follow-up,Medium,3005
BRW-01280,0.5701,Medium Risk,0.4299,Call-center follow-up,Medium,3006
BRW-02476,0.5703,Medium Risk,0.4297,Call-center follow-up,Medium,3007
BRW-02729,0.5705,Medium Risk,0.4295,Call-center follow-up,Medium,3008
BRW-01139,0.5712,Medium Risk,0.4288,Call-center follow-up,Medium,3009
BRW-02737,0.5713,Medium Risk,0.4287,Call-center follow-up,Medium,3010
BRW-00110,0.5713,Medium Risk,0.4287,Call-center follow-up,Medium,3011
BRW-02570,0.5713,Medium Risk,0.4287,Call-center follow-up,Medium,3012
BRW-01077,0.5714,Medium Risk,0.4286,Call-center follow-up,Medium,3013
BRW-03483,0.5714,Medium Risk,0.4286,Call-center follow-up,Medium,3014
BRW-03157,0.5714,Medium Risk,0.4286,Call-center follow-up,Medium,3015
BRW-01653,0.5714,Medium Risk,0.4286,Call-center follow-up,Medium,3016
BRW-00980,0.5715,Medium Risk,0.4285,Call-center follow-up,Medium,3017
BRW-03051,0.5715,Medium Risk,0.4285,Call-center follow-up,Medium,3018
BRW-01352,0.5716,Medium Risk,0.4284,Call-center follow-up,Medium,3019
BRW-01485,0.5716,Medium Risk,0.4284,Call-center follow-up,Medium,3020
BRW-00186,0.5716,Medium Risk,0.4284,Call-center follow-up,Medium,3021
BRW-00154,0.5717,Medium Risk,0.4283,Call-center follow-up,Medium,3022
BRW-04657,0.5718,Medium Risk,0.4282,Call-center follow-up,Medium,3023
BRW-03839,0.5718,Medium Risk,0.4282,Call-center follow-up,Medium,3024
BRW-01830,0.5719,Medium Risk,0.4281,Call-center follow-up,Medium,3025
BRW-02850,0.572,Medium Risk,0.428,Call-center follow-up,Medium,3026
BRW-03564,0.5721,Medium Risk,0.4279,Call-center follow-up,Medium,3027
BRW-03286,0.5721,Medium Risk,0.4279,Call-center follow-up,Medium,3028
BRW-04239,0.5722,Medium Risk,0.4278,Call-center follow-up,Medium,3029
BRW-01183,0.5722,Medium Risk,0.4278,Call-center follow-up,Medium,3030
BRW-03914,0.5722,Medium Risk,0.4278,Call-center follow-up,Medium,3031
BRW-03311,0.5722,Medium Risk,0.4278,Call-center follow-up,Medium,3032
BRW-02866,0.5723,Medium Risk,0.4277,Call-center follow-up,Medium,3033
BRW-01724,0.5724,Medium Risk,0.4276,Call-center follow-up,Medium,3034
BRW-00617,0.5725,Medium Risk,0.4275,Call-center follow-up,Medium,3035
BRW-00395,0.5725,Medium Risk,0.4275,Call-center follow-up,Medium,3036
BRW-01482,0.5726,Medium Risk,0.4274,Call-center follow-up,Medium,3037
BRW-02677,0.5726,Medium Risk,0.4274,Call-center follow-up,Medium,3038
BRW-04207,0.5727,Medium Risk,0.4273,Call-center follow-up,Medium,3039
BRW-03928,0.5728,Medium Risk,0.4272,Call-center follow-up,Medium,3040
BRW-01811,0.5729,Medium Risk,0.4271,Call-center follow-up,Medium,3041
BRW-02815,0.5729,Medium Risk,0.4271,Call-center follow-up,Medium,3042
BRW-04316,0.573,Medium Risk,0.427,Call-center follow-up,Medium,3043
BRW-04568,0.573,Medium Risk,0.427,Call-center follow-up,Medium,3044
BRW-04889,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3045
BRW-03755,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3046
BRW-02168,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3047
BRW-04127,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3048
BRW-02437,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3049
BRW-04045,0.5731,Medium Risk,0.4269,Call-center follow-up,Medium,3050
BRW-02827,0.5734,Medium Risk,0.4266,Call-center follow-up,Medium,3051
BRW-02281,0.5734,Medium Risk,0.4266,Call-center follow-up,Medium,3052
BRW-00990,0.5734,Medium Risk,0.4266,Call-center follow-up,Medium,3053
BRW-03343,0.5736,Medium Risk,0.4264,Call-center follow-up,Medium,3054
BRW-03581,0.5736,Medium Risk,0.4264,Call-center follow-up,Medium,3055
BRW-01940,0.5737,Medium Risk,0.4263,Call-center follow-up,Medium,3056
BRW-04633,0.5737,Medium Risk,0.4263,Call-center follow-up,Medium,3057
BRW-01181,0.5739,Medium Risk,0.4261,Call-center follow-up,Medium,3058
BRW-01656,0.5739,Medium Risk,0.4261,Call-center follow-up,Medium,3059
BRW-01631,0.5741,Medium Risk,0.4259,Call-center follow-up,Medium,3060
BRW-04928,0.5741,Medium Risk,0.4259,Call-center follow-up,Medium,3061
BRW-03013,0.5742,Medium Risk,0.4258,Call-center follow-up,Medium,3062
BRW-01157,0.5743,Medium Risk,0.4257,Call-center follow-up,Medium,3063
BRW-04485,0.5744,Medium Risk,0.4256,Call-center follow-up,Medium,3064
BRW-00525,0.5745,Medium Risk,0.4255,Call-center follow-up,Medium,3065
BRW-03628,0.5745,Medium Risk,0.4255,Call-center follow-up,Medium,3066
BRW-04701,0.5745,Medium Risk,0.4255,Call-center follow-up,Medium,3067
BRW-03892,0.5745,Medium Risk,0.4255,Call-center follow-up,Medium,3068
BRW-04410,0.5745,Medium Risk,0.4255,Call-center follow-up,Medium,3069
BRW-00792,0.5746,Medium Risk,0.4254,Call-center follow-up,Medium,3070
BRW-01998,0.5746,Medium Risk,0.4254,Call-center follow-up,Medium,3071
BRW-00969,0.5747,Medium Risk,0.4253,Call-center follow-up,Medium,3072
BRW-03902,0.5748,Medium Risk,0.4252,Call-center follow-up,Medium,3073
BRW-01649,0.575,Medium Risk,0.425,Call-center follow-up,Medium,3074
BRW-03857,0.575,Medium Risk,0.425,Call-center follow-up,Medium,3075
BRW-04552,0.5751,Medium Risk,0.4249,Call-center follow-up,Medium,3076
BRW-02016,0.5751,Medium Risk,0.4249,Call-center follow-up,Medium,3077
BRW-00319,0.5752,Medium Risk,0.4248,Call-center follow-up,Medium,3078
BRW-03714,0.5752,Medium Risk,0.4248,Call-center follow-up,Medium,3079
BRW-00050,0.5752,Medium Risk,0.4248,Call-center follow-up,Medium,3080
BRW-01330,0.5753,Medium Risk,0.4247,Call-center follow-up,Medium,3081
BRW-02358,0.5753,Medium Risk,0.4247,Call-center follow-up,Medium,3082
BRW-03773,0.5753,Medium Risk,0.4247,Call-center follow-up,Medium,3083
BRW-01084,0.5753,Medium Risk,0.4247,Call-center follow-up,Medium,3084
BRW-00127,0.5754,Medium Risk,0.4246,Call-center follow-up,Medium,3085
BRW-03371,0.5754,Medium Risk,0.4246,Call-center follow-up,Medium,3086
BRW-03027,0.5755,Medium Risk,0.4245,Call-center follow-up,Medium,3087
BRW-00518,0.5755,Medium Risk,0.4245,Call-center follow-up,Medium,3088
BRW-01411,0.5755,Medium Risk,0.4245,Call-center follow-up,Medium,3089
BRW-03579,0.5756,Medium Risk,0.4244,Call-center follow-up,Medium,3090
BRW-02353,0.5756,Medium Risk,0.4244,Call-center follow-up,Medium,3091
BRW-02269,0.5756,Medium Risk,0.4244,Call-center follow-up,Medium,3092
BRW-04938,0.5757,Medium Risk,0.4243,Call-center follow-up,Medium,3093
BRW-01911,0.576,Medium Risk,0.424,Call-center follow-up,Medium,3094
BRW-02840,0.5761,Medium Risk,0.4239,Call-center follow-up,Medium,3095
BRW-02298,0.5761,Medium Risk,0.4239,Call-center follow-up,Medium,3096
BRW-04732,0.5762,Medium Risk,0.4238,Call-center follow-up,Medium,3097
BRW-04262,0.5764,Medium Risk,0.4236,Call-center follow-up,Medium,3098
BRW-00436,0.5765,Medium Risk,0.4235,Call-center follow-up,Medium,3099
BRW-04096,0.5766,Medium Risk,0.4234,Call-center follow-up,Medium,3100
BRW-04907,0.5766,Medium Risk,0.4234,Call-center follow-up,Medium,3101
BRW-04902,0.5766,Medium Risk,0.4234,Call-center follow-up,Medium,3102
BRW-04598,0.5767,Medium Risk,0.4233,Call-center follow-up,Medium,3103
BRW-01107,0.5768,Medium Risk,0.4232,Call-center follow-up,Medium,3104
BRW-00149,0.5768,Medium Risk,0.4232,Call-center follow-up,Medium,3105
BRW-00326,0.5769,Medium Risk,0.4231,Call-center follow-up,Medium,3106
BRW-00464,0.5769,Medium Risk,0.4231,Call-center follow-up,Medium,3107
BRW-04047,0.577,Medium Risk,0.423,Call-center follow-up,Medium,3108
BRW-00361,0.5771,Medium Risk,0.4229,Call-center follow-up,Medium,3109
BRW-04222,0.5771,Medium Risk,0.4229,Call-center follow-up,Medium,3110
BRW-02508,0.5771,Medium Risk,0.4229,Call-center follow-up,Medium,3111
BRW-01681,0.5771,Medium Risk,0.4229,Call-center follow-up,Medium,3112
BRW-01914,0.5772,Medium Risk,0.4228,Call-center follow-up,Medium,3113
BRW-00949,0.5772,Medium Risk,0.4228,Call-center follow-up,Medium,3114
BRW-02455,0.5773,Medium Risk,0.4227,Call-center follow-up,Medium,3115
BRW-02137,0.5773,Medium Risk,0.4227,Call-center follow-up,Medium,3116
BRW-03173,0.5773,Medium Risk,0.4227,Call-center follow-up,Medium,3117
BRW-02721,0.5774,Medium Risk,0.4226,Call-center follow-up,Medium,3118
BRW-01587,0.5774,Medium Risk,0.4226,Call-center follow-up,Medium,3119
BRW-00231,0.5776,Medium Risk,0.4224,Call-center follow-up,Medium,3120
BRW-00983,0.5777,Medium Risk,0.4223,Call-center follow-up,Medium,3121
BRW-02588,0.5778,Medium Risk,0.4222,Call-center follow-up,Medium,3122
BRW-02327,0.5779,Medium Risk,0.4221,Call-center follow-up,Medium,3123
BRW-00824,0.5779,Medium Risk,0.4221,Call-center follow-up,Medium,3124
BRW-04095,0.578,Medium Risk,0.422,Call-center follow-up,Medium,3125
BRW-01447,0.5781,Medium Risk,0.4219,Call-center follow-up,Medium,3126
BRW-03077,0.5782,Medium Risk,0.4218,Call-center follow-up,Medium,3127
BRW-04177,0.5782,Medium Risk,0.4218,Call-center follow-up,Medium,3128
BRW-00662,0.5782,Medium Risk,0.4218,Call-center follow-up,Medium,3129
BRW-04112,0.5784,Medium Risk,0.4216,Call-center follow-up,Medium,3130
BRW-02830,0.5785,Medium Risk,0.4215,Call-center follow-up,Medium,3131
BRW-04122,0.5785,Medium Risk,0.4215,Call-center follow-up,Medium,3132
BRW-04649,0.5787,Medium Risk,0.4213,Call-center follow-up,Medium,3133
BRW-00886,0.5787,Medium Risk,0.4213,Call-center follow-up,Medium,3134
BRW-02629,0.5787,Medium Risk,0.4213,Call-center follow-up,Medium,3135
BRW-01817,0.5787,Medium Risk,0.4213,Call-center follow-up,Medium,3136
BRW-04093,0.5788,Medium Risk,0.4212,Call-center follow-up,Medium,3137
BRW-03855,0.5788,Medium Risk,0.4212,Call-center follow-up,Medium,3138
BRW-01127,0.579,Medium Risk,0.421,Call-center follow-up,Medium,3139
BRW-02625,0.579,Medium Risk,0.421,Call-center follow-up,Medium,3140
BRW-03500,0.5791,Medium Risk,0.4209,Call-center follow-up,Medium,3141
BRW-03167,0.5791,Medium Risk,0.4209,Call-center follow-up,Medium,3142
BRW-00576,0.5792,Medium Risk,0.4208,Call-center follow-up,Medium,3143
BRW-00096,0.5792,Medium Risk,0.4208,Call-center follow-up,Medium,3144
BRW-03517,0.5793,Medium Risk,0.4207,Call-center follow-up,Medium,3145
BRW-00684,0.5794,Medium Risk,0.4206,Call-center follow-up,Medium,3146
BRW-00407,0.5795,Medium Risk,0.4205,Call-center follow-up,Medium,3147
BRW-04593,0.5796,Medium Risk,0.4204,Call-center follow-up,Medium,3148
BRW-04747,0.58,Medium Risk,0.42,Call-center follow-up,Medium,3149
BRW-04853,0.5801,Medium Risk,0.4199,Call-center follow-up,Medium,3150
BRW-02505,0.5801,Medium Risk,0.4199,Call-center follow-up,Medium,3151
BRW-01470,0.5801,Medium Risk,0.4199,Call-center follow-up,Medium,3152
BRW-04106,0.5802,Medium Risk,0.4198,Call-center follow-up,Medium,3153
BRW-00331,0.5802,Medium Risk,0.4198,Call-center follow-up,Medium,3154
BRW-00583,0.5802,Medium Risk,0.4198,Call-center follow-up,Medium,3155
BRW-03370,0.5803,Medium Risk,0.4197,Call-center follow-up,Medium,3156
BRW-01185,0.5804,Medium Risk,0.4196,Call-center follow-up,Medium,3157
BRW-04654,0.5805,Medium Risk,0.4195,Call-center follow-up,Medium,3158
BRW-02750,0.5805,Medium Risk,0.4195,Call-center follow-up,Medium,3159
BRW-00153,0.5806,Medium Risk,0.4194,Call-center follow-up,Medium,3160
BRW-01194,0.5806,Medium Risk,0.4194,Call-center follow-up,Medium,3161
BRW-04513,0.5807,Medium Risk,0.4193,Call-center follow-up,Medium,3162
BRW-01606,0.5807,Medium Risk,0.4193,Call-center follow-up,Medium,3163
BRW-02597,0.5807,Medium Risk,0.4193,Call-center follow-up,Medium,3164
BRW-00444,0.5808,Medium Risk,0.4192,Call-center follow-up,Medium,3165
BRW-02702,0.5809,Medium Risk,0.4191,Call-center follow-up,Medium,3166
BRW-01122,0.581,Medium Risk,0.419,Call-center follow-up,Medium,3167
BRW-04670,0.581,Medium Risk,0.419,Call-center follow-up,Medium,3168
BRW-01431,0.5811,Medium Risk,0.4189,Call-center follow-up,Medium,3169
BRW-01394,0.5811,Medium Risk,0.4189,Call-center follow-up,Medium,3170
BRW-02115,0.5811,Medium Risk,0.4189,Call-center follow-up,Medium,3171
BRW-01149,0.5812,Medium Risk,0.4188,Call-center follow-up,Medium,3172
BRW-00663,0.5812,Medium Risk,0.4188,Call-center follow-up,Medium,3173
BRW-00378,0.5813,Medium Risk,0.4187,Call-center follow-up,Medium,3174
BRW-01214,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3175
BRW-00933,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3176
BRW-03496,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3177
BRW-02807,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3178
BRW-02924,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3179
BRW-01258,0.5814,Medium Risk,0.4186,Call-center follow-up,Medium,3180
BRW-02404,0.5815,Medium Risk,0.4185,Call-center follow-up,Medium,3181
BRW-01929,0.5815,Medium Risk,0.4185,Call-center follow-up,Medium,3182
BRW-00141,0.5816,Medium Risk,0.4184,Call-center follow-up,Medium,3183
BRW-01655,0.5817,Medium Risk,0.4183,Call-center follow-up,Medium,3184
BRW-03177,0.582,Medium Risk,0.418,Call-center follow-up,Medium,3185
BRW-00097,0.582,Medium Risk,0.418,Call-center follow-up,Medium,3186
BRW-00620,0.5822,Medium Risk,0.4178,Call-center follow-up,Medium,3187
BRW-04638,0.5822,Medium Risk,0.4178,Call-center follow-up,Medium,3188
BRW-04019,0.5822,Medium Risk,0.4178,Call-center follow-up,Medium,3189
BRW-03329,0.5823,Medium Risk,0.4177,Call-center follow-up,Medium,3190
BRW-01445,0.5825,Medium Risk,0.4175,Call-center follow-up,Medium,3191
BRW-02179,0.5825,Medium Risk,0.4175,Call-center follow-up,Medium,3192
BRW-03089,0.5826,Medium Risk,0.4174,Call-center follow-up,Medium,3193
BRW-04788,0.5827,Medium Risk,0.4173,Call-center follow-up,Medium,3194
BRW-04926,0.5827,Medium Risk,0.4173,Call-center follow-up,Medium,3195
BRW-02060,0.5827,Medium Risk,0.4173,Call-center follow-up,Medium,3196
BRW-04758,0.5828,Medium Risk,0.4172,Call-center follow-up,Medium,3197
BRW-01686,0.5829,Medium Risk,0.4171,Call-center follow-up,Medium,3198
BRW-00403,0.5833,Medium Risk,0.4167,Call-center follow-up,Medium,3199
BRW-03361,0.5834,Medium Risk,0.4166,Call-center follow-up,Medium,3200
BRW-03573,0.5836,Medium Risk,0.4164,Call-center follow-up,Medium,3201
BRW-01753,0.5837,Medium Risk,0.4163,Call-center follow-up,Medium,3202
BRW-02886,0.5838,Medium Risk,0.4162,Call-center follow-up,Medium,3203
BRW-02058,0.5838,Medium Risk,0.4162,Call-center follow-up,Medium,3204
BRW-04899,0.5838,Medium Risk,0.4162,Call-center follow-up,Medium,3205
BRW-02331,0.5839,Medium Risk,0.4161,Call-center follow-up,Medium,3206
BRW-03057,0.5839,Medium Risk,0.4161,Call-center follow-up,Medium,3207
BRW-03339,0.584,Medium Risk,0.416,Call-center follow-up,Medium,3208
BRW-01896,0.584,Medium Risk,0.416,Call-center follow-up,Medium,3209
BRW-01917,0.584,Medium Risk,0.416,Call-center follow-up,Medium,3210
BRW-03064,0.5841,Medium Risk,0.4159,Call-center follow-up,Medium,3211
BRW-01440,0.5841,Medium Risk,0.4159,Call-center follow-up,Medium,3212
BRW-00343,0.5842,Medium Risk,0.4158,Call-center follow-up,Medium,3213
BRW-01993,0.5842,Medium Risk,0.4158,Call-center follow-up,Medium,3214
BRW-02634,0.5842,Medium Risk,0.4158,Call-center follow-up,Medium,3215
BRW-03550,0.5843,Medium Risk,0.4157,Call-center follow-up,Medium,3216
BRW-03373,0.5843,Medium Risk,0.4157,Call-center follow-up,Medium,3217
BRW-00176,0.5844,Medium Risk,0.4156,Call-center follow-up,Medium,3218
BRW-02864,0.5844,Medium Risk,0.4156,Call-center follow-up,Medium,3219
BRW-02707,0.5845,Medium Risk,0.4155,Call-center follow-up,Medium,3220
BRW-00431,0.5847,Medium Risk,0.4153,Call-center follow-up,Medium,3221
BRW-02618,0.5847,Medium Risk,0.4153,Call-center follow-up,Medium,3222
BRW-02485,0.5847,Medium Risk,0.4153,Call-center follow-up,Medium,3223
BRW-00448,0.5849,Medium Risk,0.4151,Call-center follow-up,Medium,3224
BRW-04001,0.5851,Medium Risk,0.4149,Call-center follow-up,Medium,3225
BRW-04731,0.5852,Medium Risk,0.4148,Call-center follow-up,Medium,3226
BRW-03694,0.5853,Medium Risk,0.4147,Call-center follow-up,Medium,3227
BRW-03326,0.5853,Medium Risk,0.4147,Call-center follow-up,Medium,3228
BRW-00269,0.5855,Medium Risk,0.4145,Call-center follow-up,Medium,3229
BRW-00488,0.5857,Medium Risk,0.4143,Call-center follow-up,Medium,3230
BRW-03129,0.5857,Medium Risk,0.4143,Call-center follow-up,Medium,3231
BRW-01594,0.5858,Medium Risk,0.4142,Call-center follow-up,Medium,3232
BRW-01238,0.5858,Medium Risk,0.4142,Call-center follow-up,Medium,3233
BRW-01735,0.5859,Medium Risk,0.4141,Call-center follow-up,Medium,3234
BRW-00873,0.5861,Medium Risk,0.4139,Call-center follow-up,Medium,3235
BRW-04912,0.5861,Medium Risk,0.4139,Call-center follow-up,Medium,3236
BRW-03505,0.5863,Medium Risk,0.4137,Call-center follow-up,Medium,3237
BRW-01033,0.5863,Medium Risk,0.4137,Call-center follow-up,Medium,3238
BRW-03836,0.5864,Medium Risk,0.4136,Call-center follow-up,Medium,3239
BRW-04630,0.5864,Medium Risk,0.4136,Call-center follow-up,Medium,3240
BRW-03930,0.5866,Medium Risk,0.4134,Call-center follow-up,Medium,3241
BRW-02998,0.5866,Medium Risk,0.4134,Call-center follow-up,Medium,3242
BRW-00083,0.5866,Medium Risk,0.4134,Call-center follow-up,Medium,3243
BRW-03292,0.5869,Medium Risk,0.4131,Call-center follow-up,Medium,3244
BRW-02503,0.5872,Medium Risk,0.4128,Call-center follow-up,Medium,3245
BRW-04216,0.5872,Medium Risk,0.4128,Call-center follow-up,Medium,3246
BRW-00621,0.5872,Medium Risk,0.4128,Call-center follow-up,Medium,3247
BRW-04665,0.5873,Medium Risk,0.4127,Call-center follow-up,Medium,3248
BRW-00056,0.5873,Medium Risk,0.4127,Call-center follow-up,Medium,3249
BRW-00688,0.5876,Medium Risk,0.4124,Call-center follow-up,Medium,3250
BRW-04802,0.5876,Medium Risk,0.4124,Call-center follow-up,Medium,3251
BRW-01088,0.5876,Medium Risk,0.4124,Call-center follow-up,Medium,3252
BRW-02109,0.5876,Medium Risk,0.4124,Call-center follow-up,Medium,3253
BRW-04688,0.5876,Medium Risk,0.4124,Call-center follow-up,Medium,3254
BRW-04936,0.5877,Medium Risk,0.4123,Call-center follow-up,Medium,3255
BRW-03543,0.5878,Medium Risk,0.4122,Call-center follow-up,Medium,3256
BRW-03108,0.5879,Medium Risk,0.4121,Call-center follow-up,Medium,3257
BRW-04826,0.588,Medium Risk,0.412,Call-center follow-up,Medium,3258
BRW-01930,0.5881,Medium Risk,0.4119,Call-center follow-up,Medium,3259
BRW-00229,0.5881,Medium Risk,0.4119,Call-center follow-up,Medium,3260
BRW-02926,0.5881,Medium Risk,0.4119,Call-center follow-up,Medium,3261
BRW-01663,0.5883,Medium Risk,0.4117,Call-center follow-up,Medium,3262
BRW-00373,0.5884,Medium Risk,0.4116,Call-center follow-up,Medium,3263
BRW-03700,0.5885,Medium Risk,0.4115,Call-center follow-up,Medium,3264
BRW-02915,0.5885,Medium Risk,0.4115,Call-center follow-up,Medium,3265
BRW-01883,0.5886,Medium Risk,0.4114,Call-center follow-up,Medium,3266
BRW-04644,0.5886,Medium Risk,0.4114,Call-center follow-up,Medium,3267
BRW-04914,0.5887,Medium Risk,0.4113,Call-center follow-up,Medium,3268
BRW-02942,0.5887,Medium Risk,0.4113,Call-center follow-up,Medium,3269
BRW-01535,0.5889,Medium Risk,0.4111,Call-center follow-up,Medium,3270
BRW-04648,0.589,Medium Risk,0.411,Call-center follow-up,Medium,3271
BRW-04905,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3272
BRW-02371,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3273
BRW-01257,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3274
BRW-03397,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3275
BRW-03808,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3276
BRW-03277,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3277
BRW-01212,0.5891,Medium Risk,0.4109,Call-center follow-up,Medium,3278
BRW-02687,0.5892,Medium Risk,0.4108,Call-center follow-up,Medium,3279
BRW-00353,0.5892,Medium Risk,0.4108,Call-center follow-up,Medium,3280
BRW-03127,0.5892,Medium Risk,0.4108,Call-center follow-up,Medium,3281
BRW-03790,0.5893,Medium Risk,0.4107,Call-center follow-up,Medium,3282
BRW-04402,0.5894,Medium Risk,0.4106,Call-center follow-up,Medium,3283
BRW-02150,0.5894,Medium Risk,0.4106,Call-center follow-up,Medium,3284
BRW-01363,0.5895,Medium Risk,0.4105,Call-center follow-up,Medium,3285
BRW-03658,0.5895,Medium Risk,0.4105,Call-center follow-up,Medium,3286
BRW-02131,0.5895,Medium Risk,0.4105,Call-center follow-up,Medium,3287
BRW-02129,0.5895,Medium Risk,0.4105,Call-center follow-up,Medium,3288
BRW-04962,0.5896,Medium Risk,0.4104,Call-center follow-up,Medium,3289
BRW-02089,0.5896,Medium Risk,0.4104,Call-center follow-up,Medium,3290
BRW-00652,0.5898,Medium Risk,0.4102,Call-center follow-up,Medium,3291
BRW-04401,0.5898,Medium Risk,0.4102,Call-center follow-up,Medium,3292
BRW-01992,0.5898,Medium Risk,0.4102,Call-center follow-up,Medium,3293
BRW-01313,0.59,Medium Risk,0.41,Call-center follow-up,Medium,3294
BRW-00426,0.59,Medium Risk,0.41,Call-center follow-up,Medium,3295
